#		current ival			temporary average
# npts    ge	  gi	  se	  si	  ge	  gi	  se	  si

1413	0.02991	0.09832	0.00639	-0.03460	0.02991	0.09832	0.00639	-0.03460	
2464	0.02732	0.10091	0.00702	0.02295	0.02861	0.09961	0.00670	-0.00582	
1137	0.02523	0.10300	0.00760	0.03611	0.02749	0.10074	0.00700	0.00815	
5502	0.02560	0.10263	0.00605	0.02979	0.02701	0.10121	0.00676	0.01356	
4274	0.02974	0.09849	0.00667	-0.02944	0.02756	0.10067	0.00674	0.00496	
5601	0.02773	0.10050	0.00634	-0.03250	0.02759	0.10064	0.00668	-0.00128	
3497	0.02558	0.10264	0.00610	-0.03655	0.02730	0.10093	0.00659	-0.00632	
3612	0.02605	0.10218	0.00529	-0.03934	0.02714	0.10108	0.00643	-0.01045	
1072	0.02880	0.09943	0.00746	0.02018	0.02733	0.10090	0.00655	-0.00704	
4116	0.02622	0.10201	0.00660	0.02479	0.02722	0.10101	0.00655	-0.00386	
1397	0.02680	0.10143	0.00769	-0.01011	0.02718	0.10105	0.00666	-0.00443	
2571	0.02935	0.09888	0.00703	-0.02351	0.02736	0.10087	0.00669	-0.00602	
3079	0.02700	0.10123	0.00691	0.02590	0.02733	0.10090	0.00670	-0.00356	
1458	0.02823	0.10000	0.00448	-0.04824	0.02740	0.10083	0.00655	-0.00676	
1124	0.03166	0.09657	0.00746	-0.00000	0.02768	0.10055	0.00661	-0.00631	
2929	0.02623	0.10200	0.00717	0.03052	0.02759	0.10064	0.00664	-0.00400	
2987	0.02864	0.09958	0.00667	0.01878	0.02765	0.10058	0.00664	-0.00266	
1975	0.02800	0.10023	0.00665	-0.02645	0.02767	0.10056	0.00664	-0.00398	
3704	0.02790	0.10033	0.00706	-0.02032	0.02768	0.10055	0.00667	-0.00484	
1176	0.02722	0.10100	0.00676	0.02393	0.02766	0.10057	0.00667	-0.00341	
1729	0.02895	0.09928	0.00642	-0.03295	0.02772	0.10051	0.00666	-0.00481	
7668	0.02953	0.09870	0.00644	-0.02519	0.02780	0.10042	0.00665	-0.00574	
